Country Name,"Country Code","Series Name","Series Code","1999 [YR1999]","2000 [YR2000]","2001 [YR2001]","2002 [YR2002]","2003 [YR2003]","2004 [YR2004]","2005 [YR2005]","2006 [YR2006]","2007 [YR2007]","2008 [YR2008]","2009 [YR2009]","2010 [YR2010]","2011 [YR2011]","2012 [YR2012]","2013 [YR2013]","2014 [YR2014]","2015 [YR2015]","2016 [YR2016]","2017 [YR2017]","2018 [YR2018]","2019 [YR2019]","2020 [YR2020]","2021 [YR2021]","2022 [YR2022]","2023 [YR2023]"
"Yemen, Rep.","YEM","GDP per capita (current US$)","NY.GDP.PCAP.CD","421.723114978658","519.591639254824","514.692340729636","543.900068398865","583.369652749026","668.854619037377","784.757980515193","867.83596261227","956.230476661668","1153.5364221845","1045.80557797129","1249.06308529856","1284.61763539287","1349.99060989449","1497.7479410273","1557.60140563182","1488.41626930017","1069.81699814078","893.716493735327","701.714868602042","693.816504026198","578.512010463323","543.637537619208","650.272218434766",""
"Yemen, Rep.","YEM","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","9.64552021026611","9.23766040802002","","","","5.15025568008423","5.14441585540771","5.82878255844116","5.15143013000488","5.91624307632446","4.3922233581543","5.04202699661255","5.46478986740112","","","","","","","","","","",""
"Yemen, Rep.","YEM","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","54.0999984741211","","","","","","","","","","","","","","","","","","",""
"Yemen, Rep.","YEM","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","4.66606569","4.94514799","4.83237982","5.75758314","5.5144043","5.20585251","5.52930164","5.82077599","5.76191616","5.98619986","5.15932894","4.7695322","5.19593525","4.96083164","4.8418045","4.25285673","","","","","","","",""
"Yemen, Rep.","YEM","Mortality rate, under-5 (per 1,000 live births)","SH.DYN.MORT","98","93.5","88.7","84","79.4","75","70.8","67","63.5","60.3","57.5","55.1","53.1","51.6","49.7","48.6","49.3","47.9","46.8","47.2","46.2","43.5","44.6","41.3",""
"Yemen, Rep.","YEM","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC","0.776116351097173","0.806846425139704","0.839205792349835","0.818574032103613","0.926241328174103","0.946723370004909","0.989912559506218","0.99782403024852","1.02776586996873","1.03802974186125","1.10566601867389","1.02780292197534","0.900865572993149","0.801288437486975","1.03116654082667","0.988347189221146","0.475239900205302","0.34280246342813","0.322370466733983","0.36861354015115","0.354864476911382","0.308514614308256","","",""
"Yemen, Rep.","YEM","Population density (people per sq. km of land area)","EN.POP.DNST","34.3098130575601","35.2836335397845","36.2586074966381","37.2382010341497","38.2385343864235","39.2700456465329","40.3823531640055","41.6052010530901","42.8841373562892","44.1862302782355","45.5131712029093","46.8661969430081","48.2520029547133","49.6683353220827","51.1089683125935","52.5660624656704","54.0116767998182","55.4463359660587","56.8865446900392","58.3186790916151","59.7509157717295","61.14750080497","62.4687785290831","",""
"Yemen, Rep.","YEM","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","0.664451827242525","0.664451827242525","0.668896321070234","0.668896321070234","0.332225913621262","0.332225913621262","0.332225913621262","0.332225913621262","0.332225913621262","0.332225913621262","0.332225913621262","0.332225913621262","0.332225913621262","0.332225913621262","0.332225913621262","0.332225913621262","0","0","0","0","0.332225913621262","0.332225913621262","0","0","0"
"Yemen, Rep.","YEM","Labor force, female (% of total labor force)","SL.TLF.TOTL.FE.ZS","23.6454174176097","22.5083396940341","21.3924164308363","20.3003677811516","19.2332882174504","18.1931627128215","17.1800689628784","16.1986577842964","15.2510609119956","14.335857976449","13.4565694756307","12.6129082484186","11.3212099716799","10.1461633893799","9.08553403057538","8.13347394459114","8.12106020112232","8.00726577054281","7.92376148244255","7.88601087046272","7.85871481541063","7.85983778233593","7.72865354100512","7.66164931013099","7.7709291756649"
"Yemen, Rep.","YEM","Voice and Accountability: Percentile Rank","VA.PER.RNK","","24.3781089782715","","14.9253730773926","23.8805961608887","20.1923084259033","17.3076915740967","16.3461532592773","16.3461532592773","12.9807691574097","12.7962083816528","11.3744077682495","9.38967132568359","9.38967132568359","11.7370891571045","11.822660446167","7.38916254043579","5.41871929168701","5.41871929168701","3.88349509239197","4.34782600402832","4.34782600402832","3.86473441123962","5.79710149765015",""
"Yemen, Rep.","YEM","Voice and Accountability: Estimate","VA.EST","","-0.801567316055298","","-1.16135859489441","-0.892346799373627","-0.965285062789917","-1.04973876476288","-1.18712043762207","-1.11243689060211","-1.2209724187851","-1.27136433124542","-1.3312314748764","-1.39367055892944","-1.35484611988068","-1.33361232280731","-1.3010036945343","-1.52344965934753","-1.69016528129578","-1.69105064868927","-1.7597644329071","-1.78008759021759","-1.76403212547302","-1.68093037605286","-1.61861562728882",""
"Yemen, Rep.","YEM","Political Stability and Absence of Violence/Terrorism: Estimate","PV.EST","","-1.14544129371643","","-1.30688047409058","-1.48176205158234","-1.55118668079376","-1.43667340278625","-1.34531164169312","-1.59425187110901","-2.01279425621033","-2.32902073860168","-2.4237163066864","-2.42679643630981","-2.43066310882568","-2.37482810020447","-2.66557502746582","-2.66801619529724","-2.78448867797852","-2.93431544303894","-2.9960310459137","-2.77087378501892","-2.64764642715454","-2.58030962944031","-2.47688031196594",""
"Yemen, Rep.","YEM","Political Stability and Absence of Violence/Terrorism: Percentile Rank","PV.PER.RNK","","14.2857141494751","","13.7566137313843","9.54773902893066","6.31067943572998","9.22330093383789","12.0772943496704","8.69565200805664","2.88461542129517","1.89573454856873","1.89573454856873","1.89573454856873","1.42180097103119","1.89573454856873","0.952380955219269","0.476190477609634","0.476190477609634","0","0","0","0.943396210670471","0.943396210670471","1.88679242134094",""
"Yemen, Rep.","YEM","Government Effectiveness: Estimate","GE.EST","","-0.81583034992218","","-0.891898393630981","-0.863626658916473","-0.973159849643707","-0.917643487453461","-0.920007109642029","-0.886139214038849","-0.894583106040955","-1.08320450782776","-1.03183209896088","-1.15728986263275","-1.28172242641449","-1.227778673172","-1.43440473079681","-1.71240794658661","-1.9058792591095","-1.95266675949097","-2.27373719215393","-2.32937264442444","-2.36192989349365","-2.3245210647583","-2.23254156112671",""
"Yemen, Rep.","YEM","Government Effectiveness: Percentile Rank","GE.PER.RNK","","23.4972686767578","","19.4594593048096","21.6216220855713","14.9253730773926","19.6078433990479","19.5121955871582","18.9320392608643","19.4174766540527","13.3971290588379","14.3540668487549","11.3744077682495","8.05687236785889","10.4265403747559","6.25","1.90476191043854","1.42857146263123","1.42857146263123","0.476190477609634","0.476190477609634","0","0.476190477609634","0.471698105335236",""
"Yemen, Rep.","YEM","Control of Corruption: Number of Sources","CC.NO.SRC","","4","","4","6","7","8","11","11","11","11","12","13","12","11","10","9","10","10","9","9","9","8","8",""
"Yemen, Rep.","YEM","Control of Corruption: Percentile Rank","CC.PER.RNK","","17.021276473999","","19.0476188659668","13.7566137313843","13.3004922866821","19.0243911743164","23.4146347045898","22.3300971984863","22.3300971984863","14.3540668487549","9.5238094329834","5.68720388412476","7.5829381942749","9.00473976135254","0.961538434028625","2.85714292526245","0.476190477609634","1.42857146263123","0.952380955219269","0.952380955219269","0.952380955219269","1.42857146263123","1.41509437561035",""
"Yemen, Rep.","YEM","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","11.46","11.564","11.727","11.845","12.014","12.133","12.223","12.355","12.49","12.651","12.76","12.793","13.265","13.425","13.619","13.47","17.9","18.341","18.504","17.65","17.35","18.34","18.647","17.613","17.533"
"Yemen, Rep.","YEM","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","61.975","62.588","63.222","63.906","64.541","65.006","65.543","65.988","66.565","66.963","67.196","67.28","67.419","67.343","67.545","67.384","65.873","66.064","65.957","64.575","65.092","64.65","63.753","63.72",""
"Yemen, Rep.","YEM","Poverty headcount ratio at national poverty lines (% of population)","SI.POV.NAHC","","","","","","","34.8","","","","","","","","","48.6","","","","","","","","",""
"Congo, Dem. Rep.","COD","Population, female","SP.POP.TOTL.FE.IN","23872901","24582226","25333610","26117751","26895414","27703894","28573264","29491075","30446631","31428249","32441587","33506062","34641217","35816345","37051204","38343735","39659606","41052552","42483740","43890310","45306478","46787187","48319268","49892177",""
"Congo, Dem. Rep.","COD","Population, female (% of total population)","SP.POP.TOTL.FE.ZS","50.5490094508597","50.563735628102","50.5593697859348","50.5549825906128","50.5499313709962","50.5401572949835","50.5272134355134","50.5143056129128","50.5007843664515","50.4873708355719","50.4768475085013","50.4675818986226","50.4574842971527","50.4470697501207","50.4372357857072","50.4286690069392","50.4210107227205","50.4139254033511","50.4058972650481","50.3980285082719","50.3926651227731","50.388360487102","50.3881458089014","50.3909404819778",""
"Congo, Dem. Rep.","COD","Population, male","SP.POP.TOTL.MA.IN","23354337","24034091","24773047","25544321","26310226","27111713","27976983","28890555","29842791","30821476","31828645","32885195","34013052","35181524","36408817","37691853","38997298","40378425","41799533","43197045","44600412","46065978","47574851","49118035",""
"Congo, Dem. Rep.","COD","Population, male (% of total population)","SP.POP.TOTL.MA.ZS","49.4509905491403","49.436264371898","49.4406302140652","49.4450193450433","49.4500705085038","49.4598427050165","49.4727865644866","49.4856943870872","49.4992156335485","49.5126307708609","49.5231524914987","49.5324181013774","49.5425157028473","49.5529288413864","49.5627642142928","49.5713309930608","49.5789892772795","49.5860745966489","49.5941027349519","49.6019714917281","49.6073348772269","49.6116405898672","49.6118552339154","49.6090595180222",""
"Congo, Dem. Rep.","COD","Population, total","SP.POP.TOTL","47227238","48616317","50106657","51662071","53205639","54815607","56550247","58381630","60289422","62249724","64270232","66391257","68654269","70997870","73460021","76035588","78656904","81430977","84283273","87087355","89906890","92853164","95894118","99010212",""
"Congo, Dem. Rep.","COD","Net migration","SM.POP.NETM","-40434","-48028","26524","-17355","-106740","4255","20379","40036","9939","-11707","-46015","8823","40890","-25257","121103","36966","47831","173022","4350","-124242","-144916","-1643","-64643","-14999","-14999"
"Congo, Dem. Rep.","COD","Population growth (annual %)","SP.POP.GROW","2.8603206446613","2.89884128806625","3.01946582164363","3.05700023925831","2.94405110630979","2.98105657054334","3.11546176922533","3.1871715188242","3.21553799022491","3.19974361408747","3.19424675479088","3.24688069782067","3.35179391507681","3.35665613143748","3.4091449670035","3.44601675819051","3.38939131180859","3.46603464808537","3.44276695760094","3.27282723445499","3.18628838899818","3.22447844328183","3.22252815991252","3.19783510453186",""
"Congo, Dem. Rep.","COD","Urban population","SP.URB.TOTL","16368488","17075023","17831456","18626760","19433892","20281775","21195598","22168089","23193341","24262452","25380957","26565134","27835187","29167345","30579203","32071811","33617961","35265313","36983500","38719038","40499458","42376327","44336645","46373413",""
"Congo, Dem. Rep.","COD","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","34.659","35.122","35.587","36.055","36.526","37","37.481","37.971","38.47","38.976","39.491","40.013","40.544","41.082","41.627","42.18","42.74","43.307","43.88","44.46","45.046","45.638","46.235","46.837",""
"Congo, Dem. Rep.","COD","Rural population","SP.RUR.TOTL","30858750","31541294","32275201","33035311","33771747","34533832","35354649","36213541","37096081","37987272","38889275","39826123","40819082","41830525","42880818","43963777","45038943","46165664","47299773","48368317","49407432","50476837","51557473","52636799",""
"Congo, Dem. Rep.","COD","Rural population (% of total population)","SP.RUR.TOTL.ZS","65.341","64.878","64.413","63.945","63.474","63","62.519","62.029","61.53","61.024","60.509","59.987","59.456","58.918","58.373","57.82","57.26","56.693","56.12","55.54","54.954","54.362","53.765","53.163",""
"Congo, Dem. Rep.","COD","Population ages 0-14 (% of total population)","SP.POP.0014.TO.ZS","46.0527487754763","46.1231822640946","46.1288327417253","46.1121792222366","46.1398673725179","46.1580376187388","46.1385557355617","46.1177801466165","46.110886583056","46.1381989420547","46.1904019577835","46.1835245866786","46.1239657216363","46.1305560725312","46.1702713098871","46.2084159445942","46.2541847963796","46.2620849204725","46.2777940529196","46.3484911213574","46.4374579832677","46.4939302095622","46.5250082047524","46.5374617115253",""
"Congo, Dem. Rep.","COD","Population ages 15-64 (% of total population)","SP.POP.1564.TO.ZS","51.0134082897945","50.9259350106673","50.9037142509827","50.9044589898026","50.8601094814395","50.8260767777323","50.8309287387456","50.8375318500226","50.8314908044731","50.7919488928176","50.7275382170707","50.7237556896987","50.7755082207634","50.7650099275162","50.7291544335388","50.7027462541439","50.6728891253646","50.6831291652262","50.6843054137207","50.62489726551","50.5427200821721","50.505358382266","50.5125947844236","50.5420804472169",""
"Congo, Dem. Rep.","COD","Population ages 65 and above (% of total population)","SP.POP.65UP.TO.ZS","2.93384293472929","2.95088272523811","2.96745300729203","2.98336178796083","3.00002314604263","3.01588560352894","3.03051552569271","3.04468800336092","3.05762261247089","3.06985216512767","3.0820598251458","3.09271972362265","3.10052605760029","3.10443399995263","3.1005742565742","3.08883780126197","3.0729260782558","3.0547859143013","3.03790053335969","3.02661161313258","3.01982193456018","3.00071140817177","2.96239701082397","2.92045784125783",""
"Congo, Dem. Rep.","COD","Birth rate, crude (per 1,000 people)","SP.DYN.CBRT.IN","45.033","45.004","44.816","44.697","44.534","44.256","44.196","44.393","44.366","44.43","44.573","44.526","44.701","44.646","44.229","43.992","43.641","43.411","43.251","42.989","42.656","42.311","42.049","41.737",""
"Congo, Dem. Rep.","COD","GDP (current US$)","NY.GDP.MKTP.CD","4711259427.27273","19088046305.7971","7438189100.33333","8728038525.14034","8937567059.87754","10297483481.223","11964484465.9388","14451901696.3878","16737071816.38","19788515590.1284","18648372553.0921","21565721044.8462","25839749199.3671","29306235285.2597","32679745048.4427","35909040925.9375","37917706497.1793","37134801555.3322","38019264794.8263","47568210009.8172","51775829877.2088","48716961860.1325","55328482783.5393","64718641221.216",""
"Congo, Dem. Rep.","COD","GDP per capita (current US$)","NY.GDP.PCAP.CD","99.7572508320882","392.626333784131","148.447123509623","168.944805273879","167.981575409282","187.856781029954","211.572629664001","247.54193564633","277.612079551534","317.88921008113","290.155675073525","324.827726109271","376.374981129973","412.776260544995","444.864357559096","472.266235725533","482.064568638238","456.027950583624","451.089088517319","546.212593203883","575.882781366465","524.666686211495","576.974729394136","653.656223069354",""
"Congo, Dem. Rep.","COD","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","1.5249799489975","","","2.06221008300781","1.95142996311188","2.17043995857239","2.1186900138855","1.45494997501373","","","2.62299990653992","2.66000008583069","3.00300002098083",""
"Congo, Dem. Rep.","COD","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","67.1729888916016","","","","","","61.2055511474609","","","","","75.0171890258789","","","","77.0426788330078","","","","","","80.5400009155273",""
"Congo, Dem. Rep.","COD","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","1.46594739","2.62310958","2.57012916","3.73353338","4.33564186","3.98558235","4.06210661","3.89384961","4.31254768","4.51133156","3.72224283","3.19435549","3.2215035","3.34057522","3.72520614","3.74785447","4.20027828","4.00057793","3.24127173","3.508039","4.05092573","3.7859261","",""
"Congo, Dem. Rep.","COD","Mortality rate, under-5 (per 1,000 live births)","SH.DYN.MORT","162.9","158.9","154.6","150.1","145.5","140.9","136.1","131.4","126.8","122.2","117.8","113.7","109.7","105.9","102.1","98.6","95.5","92.4","89.5","86.5","83.8","80.8","78.2","75.6",""
"Congo, Dem. Rep.","COD","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC","0.0444252107226766","0.0336292442720414","0.0312421561071217","0.0319421960455283","0.0375636875632675","0.0353859075208271","0.0390573006692614","0.0391013406100515","0.0410154869290338","0.0410170493286043","0.0389418230200258","0.0399736368901706","0.0439433708048075","0.0398223214302063","0.0539000662686987","0.0675486326218718","0.0410822170168305","0.029732419887336","0.0337552149879134","0.0323112350811435","0.0337148799163223","0.0325847808481787","","",""
"Congo, Dem. Rep.","COD","Population density (people per sq. km of land area)","EN.POP.DNST","20.8320231137381","21.4447484616572","22.1021402262853","22.7882362541629","23.4691069892592","24.1792668886879","24.9444198407622","25.7522463112856","26.5937769347831","27.4584698176044","28.34971967976","29.2853077788315","30.2835266094705","31.3172933989105","32.4033528153327","33.5394402417238","34.6957076376789","35.9193564323681","37.177509538828","38.4143953596083","39.658097527624","40.9577045058556","42.2990750093734","",""
"Congo, Dem. Rep.","COD","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","12","12","8.4","8.4","8.4","8.4","8.4","","8.94308943089431","8.94308943089431","10.6425702811245","8.94308943089431","8.94308943089431","8.94308943089431","8.94308943089431","10","12.8","12.8","12.8","12.8"
"Congo, Dem. Rep.","COD","Labor force, female (% of total labor force)","SL.TLF.TOTL.FE.ZS","50.2858700881041","50.321159868071","50.2677346050878","50.2257545003853","50.1923640954146","50.1578691331881","50.1246551824824","49.8749972009997","49.6119290041845","49.3378262413541","49.0546333621944","48.7589747896876","48.447622622141","48.1238609202256","48.0861402314218","48.0703781419276","48.0765615963891","48.0654020284712","48.0828438278819","48.1267534740537","48.1947406479463","48.1978953143928","48.3083055710122","48.4108628473003","48.4291563586892"
"Congo, Dem. Rep.","COD","Voice and Accountability: Percentile Rank","VA.PER.RNK","","2.98507452011108","","5.97014904022217","6.46766185760498","3.8461537361145","6.73076915740967","12.5","12.5","9.61538505554199","8.53080558776855","9.47867298126221","7.51173686981201","7.0422534942627","8.45070457458496","12.3152713775635","12.3152713775635","9.35960578918457","8.3743839263916","7.76699018478394","13.043478012085","14.9758453369141","16.9082126617432","16.9082126617432",""
"Congo, Dem. Rep.","COD","Voice and Accountability: Estimate","VA.EST","","-1.73355114459991","","-1.60957503318787","-1.55504846572876","-1.69705295562744","-1.5216383934021","-1.23079133033752","-1.21148073673248","-1.38789105415344","-1.40938663482666","-1.4091020822525","-1.48515594005585","-1.48108160495758","-1.45855402946472","-1.28694593906403","-1.30421757698059","-1.41219067573547","-1.46580123901367","-1.49919176101685","-1.3141884803772","-1.25270986557007","-1.18584728240967","-1.1836930513382",""
"Congo, Dem. Rep.","COD","Political Stability and Absence of Violence/Terrorism: Estimate","PV.EST","","-2.47423815727234","","-1.97592794895172","-2.02786993980408","-2.38776421546936","-2.12856149673462","-2.24673223495483","-2.1784999370575","-2.00307631492615","-2.00098276138306","-2.19674205780029","-2.21298933029175","-2.08589291572571","-2.19219064712524","-2.16792130470276","-2.1388533115387","-2.22458934783936","-2.33943891525269","-2.0807466506958","-1.62443852424622","-1.78548359870911","-1.65781247615814","-1.97774624824524",""
"Congo, Dem. Rep.","COD","Political Stability and Absence of Violence/Terrorism: Percentile Rank","PV.PER.RNK","","0","","2.11640214920044","3.51758790016174","1.45631062984467","1.45631062984467","0.966183602809906","2.89855074882507","3.36538457870483","3.79146909713745","3.3175356388092","2.36966824531555","2.84360194206238","2.84360194206238","4.7619047164917","4.7619047164917","4.2857141494751","2.85714292526245","5.18867921829224","7.54716968536377","5.66037750244141","7.07547187805176","6.13207530975342",""
"Congo, Dem. Rep.","COD","Government Effectiveness: Estimate","GE.EST","","-1.79194414615631","","-1.8414363861084","-1.71393096446991","-1.43127298355103","-1.56617903709412","-1.55856478214264","-1.73474824428558","-1.6403796672821","-1.6530864238739","-1.71895897388458","-1.68099594116211","-1.6435866355896","-1.46756505966187","-1.56517326831818","-1.6417772769928","-1.55877494812012","-1.66798233985901","-1.57233321666718","-1.65568780899048","-1.74476528167725","-1.75555169582367","-1.74592006206512",""
"Congo, Dem. Rep.","COD","Government Effectiveness: Percentile Rank","GE.PER.RNK","","2.7322404384613","","1.08108103275299","1.62162160873413","2.98507452011108","2.94117641448975","1.95121955871582","1.45631062984467","1.45631062984467","1.43540668487549","1.43540668487549","1.89573454856873","1.42180097103119","4.7393364906311","4.32692289352417","3.80952382087708","5.7142858505249","4.7619047164917","5.7142858505249","5.2380952835083","3.33333325386047","3.33333325386047","3.30188679695129",""
"Congo, Dem. Rep.","COD","Control of Corruption: Number of Sources","CC.NO.SRC","","3","","3","4","7","8","8","9","9","11","12","12","12","13","12","12","11","11","12","12","11","11","12",""
"Congo, Dem. Rep.","COD","Control of Corruption: Percentile Rank","CC.PER.RNK","","0.531914889812469","","1.05820107460022","1.05820107460022","3.44827580451965","1.95121955871582","0.97560977935791","3.88349509239197","4.85436916351318","1.91387557983398","1.42857146263123","1.42180097103119","2.84360194206238","4.26540279388428","6.73076915740967","7.61904764175415","6.66666650772095","5.2380952835083","3.80952382087708","3.33333325386047","2.38095235824585","4.2857141494751","3.30188679695129",""
"Congo, Dem. Rep.","COD","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","3.333","3.356","3.366","3.265","3.098","2.987","2.95","3.179","3.412","3.638","3.906","4.122","4.34","4.49","4.469","4.427","4.435","4.556","4.675","4.703","4.67","5.489","5.508","4.685","4.499"
"Congo, Dem. Rep.","COD","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","49.945","51.781","52.116","52.333","52.827","53.426","53.927","54.534","54.923","55.339","55.836","56.417","57.069","57.248","57.762","58.296","58.49","59.066","59.411","59.942","60.276","59.739","59.193","59.743",""
"Congo, Dem. Rep.","COD","Poverty headcount ratio at national poverty lines (% of population)","SI.POV.NAHC","","","","","","69.3","","","","","","","","63.9","","","","","","","","","","",""
West Bank and Gaza,"PSE","Population, female","SP.POP.TOTL.FE.IN","1413313","1450409","1489250","1530053","1572199","1615402","1659247","1703735","1749079","1798811","1848287","1897763","1947103","1996554","2045758","2095174","2144431","2193382","2236936","2293162","2350358","2408409","2467389","2527169",""
